name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.616865, 3.508072",2021-10-11,32,24,27.7,40.6,24,31,25,85.8,2,100,4.17,rain,,,16.6,16.6,240.3,1012.6,58,9.8,167.9,14.5,7,,2021-10-11T06:32:36,2021-10-11T18:32:39,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-10-12,32,23,27.2,44,23,31.2,24.8,87.7,17,100,4.17,rain,,,18.4,27.7,219.3,1011.5,43.5,8.9,73.8,6.4,3,,2021-10-12T06:32:31,2021-10-12T18:32:13,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.616865, 3.508072",2021-10-13,33,24.9,28.3,40.6,24.9,31.9,24.3,80,0.3,100,8.33,rain,,,16.6,18.4,219.1,1011.4,48.4,9.7,163.5,14.1,6,,2021-10-13T06:32:27,2021-10-13T18:31:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-14,33,24.8,28.2,40.6,24.8,31.6,24.8,82.4,0,0,0,,,,25.9,22.3,192.9,1011.7,54.2,9.7,104.2,8.9,4,,2021-10-14T06:32:23,2021-10-14T18:31:23,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-10-15,32.9,24.8,26.8,40.8,24.8,29.1,24.7,88.6,11,100,4.17,rain,,,13,16.6,227.5,1011.4,47.2,9.7,275.2,23.9,9,,2021-10-15T06:32:20,2021-10-15T18:30:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-16,32,23,26.9,39.2,23,29.4,24.2,86.2,26,100,8.33,rain,,,22.3,19.4,236.3,1011.2,60.5,9.5,217.9,18.8,7,,2021-10-16T06:32:17,2021-10-16T18:30:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-17,32,23,27,39.1,23,30.5,24.3,86,1.2,100,4.17,rain,,,20.5,20.6,195.9,1010.6,56.3,10.5,119.2,10.2,4,,2021-10-17T06:32:15,2021-10-17T18:30:13,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-18,29.2,23.2,26.1,34,23.2,27.4,24,88.5,22,100,8.33,rain,,,13,16.6,210.8,1012,63,7.5,142.9,12.2,5,,2021-10-18T06:32:13,2021-10-18T18:29:51,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-19,31.2,23.2,26.8,38,23.2,29.5,24.3,86.6,2,100,4.17,rain,,,18.9,21.6,218.8,1012.6,56.3,9.4,181.5,15.7,7,,2021-10-19T06:32:12,2021-10-19T18:29:30,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-20,31,24,27.5,37.7,24,31,24.7,85.5,0,0,0,,,,16.6,13.7,221.7,1012.8,61.2,9,119.1,10.2,5,,2021-10-20T06:32:12,2021-10-20T18:29:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-10-21,30.1,25.1,27.3,36.2,25.1,30.4,24.8,86.8,0.2,100,4.17,rain,,,11.2,14.8,240.8,1012.5,55.1,9,197.5,17.2,7,,2021-10-21T06:32:12,2021-10-21T18:28:49,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-22,31,24,26.4,37.7,24,28.4,24.6,89.9,7,100,4.17,rain,,,16.6,14.8,204.7,1012.1,60.1,8.3,144.5,12.4,6,,2021-10-22T06:32:12,2021-10-22T18:28:30,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,65201099999"
"6.616865, 3.508072",2021-10-23,29,23,25.9,33.6,23,27.4,23.8,88.3,20,100,8.33,rain,,,13,19.8,210,1013.6,61.5,8.8,157.3,13.5,6,,2021-10-23T06:32:14,2021-10-23T18:28:12,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-24,32,23.2,27.5,40.6,23.2,30.9,24.4,83.7,0,0,0,,,,13,16.6,174.3,1013.9,49.6,8.5,240.4,20.6,8,,2021-10-24T06:32:16,2021-10-24T18:27:54,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.616865, 3.508072",2021-10-25,32,24.1,27.5,40.6,24.1,30.8,24.6,84.7,2,100,4.17,rain,,,9.4,19.1,217.8,1012.9,56.6,10.4,156.5,13.4,5,,2021-10-25T06:32:18,2021-10-25T18:27:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.616865, 3.508072",2021-10-26,33,24,27.7,38.1,24,29.9,23.8,81.1,4,100,4.17,rain,,,51.8,33.5,148.3,1013.4,49.8,9,132,11.4,5,,2021-10-26T06:32:22,2021-10-26T18:27:21,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-10-27,32,24.8,28,39.4,24.8,31.3,24.1,80.2,0.1,100,4.17,rain,,,27.7,18.4,188.6,1012.6,51.7,9.2,181.8,15.6,6,,2021-10-27T06:32:26,2021-10-27T18:27:06,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-10-28,31,25,27.7,37.7,25,30.8,24.8,84.8,5,100,4.17,rain,,,16.6,14.8,197.6,1012.2,55.7,9.1,106.5,9,4,,2021-10-28T06:32:30,2021-10-28T18:26:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-10-29,32,24.1,27.8,40.6,24.1,31.3,25,85.4,0,0,0,,,,18.4,16.6,199.7,1011.1,52.4,9.4,184.8,16,6,,2021-10-29T06:32:36,2021-10-29T18:26:38,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-10-30,33,24,27.9,40.6,24,32,24.8,84.1,3,100,4.17,rain,,,16.6,33.5,192.7,1011.8,55.3,9.4,104.7,9.1,4,,2021-10-30T06:32:42,2021-10-30T18:26:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-10-31,31,18,27.9,40.6,18,32.6,24.9,84.5,1,100,4.17,rain,,,41.4,25.9,186.4,1012.8,58.2,9.9,146.4,12.7,5,,2021-10-31T06:32:48,2021-10-31T18:26:13,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-01,32.8,23,27.6,38.9,23,30.7,24,82.2,3,100,4.17,rain,,,24.1,14.8,215.7,1013.2,48.6,9.1,179.7,15.5,7,,2021-11-01T06:32:56,2021-11-01T18:26:02,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-02,30.9,22,25.7,36.7,22,27.1,23.4,87.7,35,100,8.33,rain,,,20.5,40.7,169.6,1014.4,63.9,7.1,129.1,10.9,5,,2021-11-02T06:33:04,2021-11-02T18:25:52,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-03,32,23.8,27.7,39.2,23.8,31.3,24.4,83.3,28,100,4.17,rain,,,24.1,22.3,197.8,1012.5,60,8.6,177.1,15.4,6,,2021-11-03T06:33:13,2021-11-03T18:25:43,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-04,32,24.8,28.1,40.5,24.8,31.6,24.7,82.7,0,0,0,,,,20.5,20.5,200.6,1011.7,60.4,9.7,103.2,8.9,4,,2021-11-04T06:33:23,2021-11-04T18:25:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-11-05,28.9,23,25.7,33.4,23,26.9,23.3,87.1,12,100,4.17,rain,,,65.7,29.5,90.4,1012,49.4,8.3,117.3,9.9,4,,2021-11-05T06:33:33,2021-11-05T18:25:28,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-11-06,32,23,27.3,39.2,23,30.2,24,82.9,0,0,0,,,,20.5,16.6,174.3,1011.1,51.9,7.3,188.6,16.4,7,,2021-11-06T06:33:44,2021-11-06T18:25:21,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-07,32,23.9,26.3,40.6,23.9,28.3,24.2,88.6,11,100,4.17,rain,,,83.5,22.3,239.9,1010.3,60.3,8,101.9,8.9,4,,2021-11-07T06:33:56,2021-11-07T18:25:16,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-08,32,23,27.1,40.6,23,30.5,24.4,86.5,0,0,0,,,,20.5,16.6,196.9,1009.9,52.5,8.3,158.2,13.7,6,,2021-11-08T06:34:09,2021-11-08T18:25:12,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-09,33,24.9,27.8,40.6,24.9,31,24.7,84.1,0,0,0,,,,14.8,11.2,187.7,1010.7,48.5,9.7,84.4,7.1,3,,2021-11-09T06:34:22,2021-11-09T18:25:08,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-11-10,32,25,27.8,40.6,25,31.8,25.5,87.8,3,100,4.17,rain,,,13,15.1,239.1,1011.3,58.2,9.4,122.4,10.5,4,,2021-11-10T06:34:36,2021-11-10T18:25:06,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-11,32,23.2,26,40.6,23.2,27.6,24.1,90.1,126,100,4.17,rain,,,35.3,35.3,223.5,1011.7,59,8,91.9,8,3,,2021-11-11T06:34:51,2021-11-11T18:25:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-12,32,23,27.4,39.2,23,31.1,24.4,84.3,0.7,100,16.67,rain,,,18.4,18.4,179.2,1010.1,52.6,9,157.8,13.7,6,,2021-11-12T06:35:07,2021-11-12T18:25:04,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-13,32,24.9,27.1,40.6,24.9,29.5,24.6,87,1,100,4.17,rain,,,22.3,18.4,201.2,1010.3,57.1,9.5,212.7,18.4,8,,2021-11-13T06:35:23,2021-11-13T18:25:05,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-14,32,23.9,26.9,40.6,23.9,29.6,23.9,84.2,0.5,100,8.33,rain,,,14.8,18.4,230,1011.4,53.9,9.5,159.7,13.7,6,,2021-11-14T06:35:40,2021-11-14T18:25:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-15,32.1,24,27.3,40.6,24,30.5,24.5,85.1,12,100,4.17,rain,,,16.6,13,224.8,1011.6,52.1,8.2,144.8,12.3,5,,2021-11-15T06:35:58,2021-11-15T18:25:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
"6.616865, 3.508072",2021-11-16,32,24.9,27.7,40.6,24.9,31.5,25,85.8,0.4,100,8.33,rain,,,18.4,18.4,211.4,1010.9,46.7,8.9,134,11.6,5,,2021-11-16T06:36:16,2021-11-16T18:25:12,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-17,33,25,28.7,42.1,25,33.9,25.5,83.2,0,0,0,,,,13,13,215,1010.3,54.8,9.4,134.4,11.7,5,,2021-11-17T06:36:35,2021-11-17T18:25:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-18,32.1,25,28.4,40.6,25,32.4,25.1,83.3,0,0,0,,,,20.5,16.6,205,1011,56.6,8.8,125.4,10.9,5,,2021-11-18T06:36:55,2021-11-18T18:25:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-11-19,32,25,28.1,42.2,25,32.5,25.1,84.2,0,0,0,,,,25.9,16.6,197.4,1011.4,47.2,9.8,123.2,10.4,4,,2021-11-19T06:37:16,2021-11-19T18:25:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-20,32,24,27.7,40.6,24,31.4,24.8,84.8,0,0,0,,,,16.6,14.8,187.8,1010.6,56.7,8,165.3,14.3,6,,2021-11-20T06:37:37,2021-11-20T18:25:37,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-21,33,25,28.6,42.2,25,32.9,25,81.6,0.9,100,4.17,rain,,,25.9,22.3,192.4,1009.7,49.6,9.7,181.1,15.7,7,,2021-11-21T06:37:59,2021-11-21T18:25:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-22,33,26,28.1,43.8,26,32.2,24.9,83.2,6,100,4.17,rain,,,14.8,14.8,219.6,1011,51.2,9.1,119.4,10.4,4,,2021-11-22T06:38:21,2021-11-22T18:25:54,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-23,33,24.8,28.5,43.8,24.8,33.2,25,81.8,0,0,0,,,,40.7,16.6,186.9,1012,46.5,8.7,96.5,8.3,3,,2021-11-23T06:38:44,2021-11-23T18:26:05,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-11-24,33,25,28.4,42.1,25,32.6,24.9,81.8,0.9,100,4.17,rain,,,14.8,14.8,201.6,1011.5,52.6,8.9,195.7,16.9,7,,2021-11-24T06:39:08,2021-11-24T18:26:16,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-25,34,25,28.7,45.3,25,33.6,25.2,81.8,0,0,0,,,,18.4,16.6,198.3,1010.6,52.7,9.7,168.5,14.6,6,,2021-11-25T06:39:32,2021-11-25T18:26:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-26,28.6,26,27.9,34.2,26,32.6,25.5,86.6,4.5,100,75,rain,,,,14.8,235.1,1010.6,73.2,8.7,125.6,10.7,5,,2021-11-26T06:39:57,2021-11-26T18:26:42,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-27,33.1,25.1,28.8,40.9,25.1,33.6,25.3,82.7,0.1,100,4.17,rain,,,18.4,17.9,210.1,1010.9,59,9.3,102.1,8.6,4,,2021-11-27T06:40:22,2021-11-27T18:26:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-11-28,35,25.1,29.1,44.9,25.1,34.1,25.3,81.4,0,0,0,,,,20.5,20.5,189.5,1010.8,57.9,9.2,131,11.5,5,,2021-11-28T06:40:48,2021-11-28T18:27:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-29,30.8,25.2,27.3,36.4,25.2,30.5,25,87.6,0,0,0,,,,9.4,7.6,209.3,1011.2,38.2,8.2,112.7,9.8,3,,2021-11-29T06:41:14,2021-11-29T18:27:27,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-11-30,34,25.1,28.7,42.1,25.1,32.8,25.1,81.9,0,0,0,,,,14.8,14.8,210.3,1011.4,44.3,8.5,234.9,20.5,8,,2021-11-30T06:41:41,2021-11-30T18:27:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-12-01,33,24.9,28.7,42.1,24.9,33.4,25.2,82.4,0,0,0,,,,24.1,20.5,202.9,1010.4,54.7,9,101.5,8.6,4,,2021-12-01T06:42:08,2021-12-01T18:28:02,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-02,33,25,28.8,42.1,25,33.8,25.2,81.5,0,0,0,,,,22.3,20.5,217.1,1009.8,53,9.2,140.6,12.2,5,,2021-12-02T06:42:36,2021-12-02T18:28:20,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-03,35,25.1,29.1,42.3,25.1,34.2,25.5,82.2,0,0,0,,,,20.5,18.4,222.9,1010.2,43,8.8,121.6,10.5,4,,2021-12-03T06:43:04,2021-12-03T18:28:39,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-04,35,25.9,29.5,41.7,25.9,34.7,25.1,78.7,0,0,0,,,,16.6,14.4,184,1010.8,48,7.7,197.8,17.2,7,,2021-12-04T06:43:33,2021-12-04T18:28:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-05,34,26,28.9,40.3,26,34,25.4,82.5,0,0,0,,,,9.4,15.5,257.2,1011,52.9,6.8,68.7,6,2,,2021-12-05T06:44:01,2021-12-05T18:29:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-06,34,26.8,29.3,41.8,30.5,35.2,25.6,81.9,0,0,0,,,,22.3,20.5,224,1011.3,42.1,7.2,138.6,11.9,5,,2021-12-06T06:44:31,2021-12-06T18:29:42,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-07,33,26,28.7,41.8,26,33.8,25.3,82.3,0,0,0,,,,13,14.8,209.1,1011.8,50.4,6.9,185,16,7,,2021-12-07T06:45:00,2021-12-07T18:30:04,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-08,32,25.2,28.2,40.6,25.2,32.7,25.4,84.9,0,0,0,,,,20.5,16.6,216.6,1012.2,51.6,7.4,88.3,7.4,3,,2021-12-08T06:45:30,2021-12-08T18:30:27,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-09,36,25,29,41.9,25,33.3,24.7,79.7,0,0,0,,,,18.4,14.8,238.3,1010.4,40.3,6.2,213.1,18.3,8,,2021-12-09T06:45:59,2021-12-09T18:30:51,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-10,33,25.8,28.9,39.3,25.8,33.6,24.9,80.2,0,0,0,,,,16.6,13,211.2,1009.1,46.1,4.1,221.4,19.2,8,,2021-12-10T06:46:29,2021-12-10T18:31:16,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-11,34,25.1,29,40.6,25.1,33.5,24.9,79.9,0,0,0,,,,14.8,18.4,235.2,1009,41.9,5.3,213,18.4,8,,2021-12-11T06:47:00,2021-12-11T18:31:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-12,34,26,29.2,41.1,26,34.2,25.1,80,0,0,0,,,,13,13,240.3,1009.4,41,4.9,134.2,11.6,5,,2021-12-12T06:47:30,2021-12-12T18:32:06,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-13,35,26.8,29.6,42.1,30.5,35.7,25.6,80,0,0,0,,,,16.6,16.6,228.4,1009.9,55.4,6.6,169.5,14.5,6,,2021-12-13T06:48:00,2021-12-13T18:32:32,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.616865, 3.508072",2021-12-14,34.1,25.8,29.5,42.4,25.8,35,25.4,79.5,0,0,0,,,,24.1,20.5,207.7,1009.5,48.8,7.5,223.9,19.5,8,,2021-12-14T06:48:31,2021-12-14T18:32:59,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.616865, 3.508072",2021-12-15,33,26,29,40.6,26,33.9,25,79.9,0,0,0,,,,14.8,11.2,223.7,1009.9,49,7,212.8,18.5,8,,2021-12-15T06:49:01,2021-12-15T18:33:26,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-16,35,26,29.5,41.9,26,34.1,24.8,78,0,0,0,,,,18.4,14.8,295.9,1010.6,42.3,7.3,161.4,13.9,6,,2021-12-16T06:49:32,2021-12-16T18:33:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.616865, 3.508072",2021-12-17,33.1,25,28.4,38.1,25,30.9,22.7,73.8,0,0,0,,,,18.4,16.6,119,1011.6,37.9,3.9,172.6,15,6,,2021-12-17T06:50:02,2021-12-17T18:34:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
