name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.612, 3.315",2021-10-11,32,24,27.7,40.7,24,31,25,85.9,2,100,4.17,rain,,,16.6,16.6,239.9,1012.7,58.4,9.7,185.7,16,7,,2021-10-11T06:33:22,2021-10-11T18:33:25,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-10-12,32,23,27.2,44,23,31.2,24.8,87.6,17,100,4.17,rain,,,18.4,27.7,219.2,1011.6,43.8,8.9,79.4,6.8,3,,2021-10-12T06:33:17,2021-10-12T18:32:59,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.612, 3.315",2021-10-13,33,24.9,28.3,40.6,24.9,31.8,24.3,79.9,0.3,100,8.33,rain,,,16.6,18.4,219.3,1011.5,48.9,9.7,176.7,15.3,6,,2021-10-13T06:33:13,2021-10-13T18:32:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-10-14,33,24.8,28.2,40.6,24.8,31.6,24.8,82.4,0,0,0,,,,25.9,22.3,192.3,1011.7,54.5,9.7,115.8,10.1,4,,2021-10-14T06:33:09,2021-10-14T18:32:10,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-10-15,32.9,24.7,26.8,40.8,24.7,29,24.7,88.7,11,100,4.17,rain,,,13,16.6,228.2,1011.5,47.7,9.7,261.6,22.7,9,,2021-10-15T06:33:06,2021-10-15T18:31:46,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.612, 3.315",2021-10-16,32,23,26.9,39.2,23,29.4,24.3,86.3,26,100,8.33,rain,,,22.3,20.5,236.8,1011.2,60,9.5,219.3,19,8,,2021-10-16T06:33:03,2021-10-16T18:31:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-10-17,32,23,27,39.1,23,30.5,24.3,86,1.2,100,4.17,rain,,,20.5,18.7,195,1010.6,56.7,10.5,118.3,10.2,4,,2021-10-17T06:33:01,2021-10-17T18:31:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.612, 3.315",2021-10-18,29,23.3,26.1,33.6,23.3,27.3,24,88.5,22,100,8.33,rain,,,13,17.3,209.8,1012.1,62.8,7.4,109.3,9.5,3,,2021-10-18T06:32:59,2021-10-18T18:30:38,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.612, 3.315",2021-10-19,31.3,23.2,26.8,38,23.2,29.5,24.3,86.6,2,100,4.17,rain,,,18.4,21.2,216.3,1012.6,56.3,9.4,189.6,16.5,7,,2021-10-19T06:32:58,2021-10-19T18:30:17,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.612, 3.315",2021-10-20,31,24.1,27.6,37.7,24.1,31,24.8,85.6,0,0,0,,,,16.6,13,222.1,1012.8,61.3,8.9,121.1,10.4,4,,2021-10-20T06:32:58,2021-10-20T18:29:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-10-21,30.2,25.2,27.3,36.2,25.2,30.4,24.8,86.8,0.2,100,4.17,rain,,,11.2,14.8,241.5,1012.5,55.9,9,158.6,13.8,6,,2021-10-21T06:32:58,2021-10-21T18:29:36,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-10-22,31,24,26.4,37.7,24,28.4,24.6,89.9,7,100,4.17,rain,,,16.6,14.8,204.2,1012.1,60.5,8.2,153.2,13.2,6,,2021-10-22T06:32:59,2021-10-22T18:29:17,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,65201099999"
"6.612, 3.315",2021-10-23,29.1,23,25.9,33.6,23,27.4,23.8,88.3,20,100,8.33,rain,,,13,19.1,208.6,1013.6,61.9,8.8,139.7,12,5,,2021-10-23T06:33:00,2021-10-23T18:28:58,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.612, 3.315",2021-10-24,32.1,23.3,27.5,40.7,23.3,30.9,24.4,83.7,0,0,0,,,,13,16.6,176.4,1013.9,50,8.5,227.9,19.7,8,,2021-10-24T06:33:02,2021-10-24T18:28:41,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.612, 3.315",2021-10-25,32,24.2,27.5,40.7,24.2,30.8,24.6,84.7,2,100,4.17,rain,,,9.4,18.7,216.6,1013,56.9,10.4,158.6,13.6,5,,2021-10-25T06:33:04,2021-10-25T18:28:24,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.612, 3.315",2021-10-26,33,24,27.7,38.1,24,29.9,23.8,81.1,4,100,4.17,rain,,,51.8,33.5,148.5,1013.4,50.2,9,116.6,10.2,4,,2021-10-26T06:33:08,2021-10-26T18:28:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-10-27,32,24.7,28,39.4,24.7,31.3,24.2,80.3,0.1,100,4.17,rain,,,27.7,18.4,188.1,1012.6,51.1,9.2,179.9,15.5,6,,2021-10-27T06:33:12,2021-10-27T18:27:52,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-10-28,31.1,25,27.7,37.7,25,30.8,24.8,84.7,5,100,4.17,rain,,,16.6,14.8,197,1012.2,55.9,9.1,120.8,10.3,5,,2021-10-28T06:33:16,2021-10-28T18:27:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-10-29,32,24.2,27.8,40.7,24.2,31.3,25,85.5,0,0,0,,,,18.4,16.6,199.9,1011.1,52.8,9.4,188.8,16.4,6,,2021-10-29T06:33:22,2021-10-29T18:27:24,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-10-30,33,24,28,40.6,24,32,24.9,84.1,3,100,4.17,rain,,,16.6,33.5,193.1,1011.8,55.7,9.4,102.5,9,4,,2021-10-30T06:33:28,2021-10-30T18:27:12,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-10-31,31,18,27.9,40.6,18,32.6,25,84.5,1,100,4.17,rain,,,40.6,25.9,186.5,1012.9,58.4,9.9,117.4,10.1,4,,2021-10-31T06:33:35,2021-10-31T18:27:00,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-01,32.7,23,27.6,39.1,23,30.9,24,82.2,3,100,4.17,rain,,,24.1,14.8,214.8,1013.2,48.9,9.1,200.5,17.2,8,,2021-11-01T06:33:42,2021-11-01T18:26:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-02,30.9,22,25.7,36.7,22,27.2,23.4,87.8,35,100,8.33,rain,,,20.5,40.7,171.7,1014.4,61.9,7.1,139.1,11.9,5,,2021-11-02T06:33:50,2021-11-02T18:26:39,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999,VRJT5"
"6.612, 3.315",2021-11-03,32,23.8,27.7,39.2,23.8,31.2,24.5,83.4,28,100,4.17,rain,,,24.1,22.3,197.3,1012.5,60.9,8.6,164.7,14.2,6,,2021-11-03T06:33:59,2021-11-03T18:26:30,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-04,32,24.8,28.1,40.5,24.8,31.6,24.7,82.7,0,0,0,,,,20.5,20.5,199.2,1011.7,60.7,9.7,112,9.5,4,,2021-11-04T06:34:09,2021-11-04T18:26:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-11-05,28.9,23,25.7,33.4,23,26.9,23.3,87,12,100,4.17,rain,,,65.7,29.5,91.1,1012,49.8,8.3,127.1,10.9,5,,2021-11-05T06:34:19,2021-11-05T18:26:14,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-11-06,32,23,27.3,39.2,23,30.2,24,82.9,0,0,0,,,,20.5,16.6,174.2,1011.1,52.2,7.3,192.1,16.8,7,,2021-11-06T06:34:30,2021-11-06T18:26:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-07,32,23.9,26.3,40.7,23.9,28.2,24.2,88.6,11,100,4.17,rain,,,83.5,22.3,242.5,1010.3,60.1,7.9,105.1,8.9,4,,2021-11-07T06:34:42,2021-11-07T18:26:03,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999,VRJT5"
"6.612, 3.315",2021-11-08,32,23,27.1,40.7,23,30.5,24.5,86.6,0,0,0,,,,20.5,16.6,198.1,1009.9,52.8,8.3,159.7,13.7,6,,2021-11-08T06:34:55,2021-11-08T18:25:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-09,33,24.9,27.8,40.6,24.9,31,24.7,84.2,0,0,0,,,,14.8,11.2,186.7,1010.7,48.9,9.7,86.2,7.4,3,,2021-11-09T06:35:08,2021-11-09T18:25:55,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-11-10,32,25,27.8,40.7,25,31.8,25.5,87.8,3,100,4.17,rain,,,13,15.8,238.3,1011.3,58.3,9.4,124.3,10.6,4,,2021-11-10T06:35:22,2021-11-10T18:25:53,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-11-11,32,23.3,25.9,40.7,23.3,27.6,24.1,90.2,126,100,4.17,rain,,,35.3,35.3,222.7,1011.8,59.3,8,93.9,8.1,3,,2021-11-11T06:35:37,2021-11-11T18:25:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-12,32,23,27.4,39.2,23,31.1,24.3,84.4,0.7,100,16.67,rain,,,18.4,18.4,180,1010.1,52.8,9,164,14.1,6,,2021-11-12T06:35:53,2021-11-12T18:25:51,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999,VRJT5"
"6.612, 3.315",2021-11-13,32.1,24.9,27.1,40.7,24.9,29.5,24.6,87.1,1,100,4.17,rain,,,22.3,18.4,200.6,1010.3,57.5,9.5,195.7,16.9,7,,2021-11-13T06:36:09,2021-11-13T18:25:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-14,32,23.9,26.9,40.7,23.9,29.6,23.9,84.2,0.4,100,8.33,rain,,,14.8,18.4,229.9,1011.4,53.9,9.5,166,14.4,7,,2021-11-14T06:36:26,2021-11-14T18:25:53,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-15,32.2,24.1,27.3,40.7,24.1,30.5,24.5,85.1,12,100,4.17,rain,,,16.6,13,225.2,1011.6,52.6,8.1,125.7,10.9,5,,2021-11-15T06:36:44,2021-11-15T18:25:56,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
"6.612, 3.315",2021-11-16,32,24.9,27.7,40.7,24.9,31.6,25,85.7,0.2,100,8.33,rain,,,18.4,18.4,211.2,1010.9,48.5,8.9,119.5,10.3,4,,2021-11-16T06:37:02,2021-11-16T18:25:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-17,33,25.1,28.7,42.1,25.1,33.9,25.5,83.2,0,0,0,,,,13,13,214.6,1010.3,55.1,9.4,98.8,8.5,4,,2021-11-17T06:37:21,2021-11-17T18:26:04,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-18,32.1,25,28.4,40.7,25,32.4,25.1,83.3,0,0,0,,,,20.5,16.6,204.8,1011,56.9,8.8,112.6,9.7,4,,2021-11-18T06:37:41,2021-11-18T18:26:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-11-19,32.1,25,28.1,42.2,25,32.5,25.1,84.2,0,0,0,,,,25.9,16.6,197.5,1011.4,47.7,9.8,124.5,10.9,4,,2021-11-19T06:38:02,2021-11-19T18:26:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-20,32,24,27.7,40.7,24,31.4,24.8,84.8,0,0,0,,,,16.6,14.8,187,1010.6,57,8,193.5,16.7,7,,2021-11-20T06:38:23,2021-11-20T18:26:23,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-21,33,25,28.6,42.2,25,32.9,25,81.6,0.9,100,4.17,rain,,,25.9,22.3,192,1009.7,51.3,9.7,153.3,13.2,5,,2021-11-21T06:38:45,2021-11-21T18:26:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-22,33,26,28.1,43.8,26,32.2,24.9,83.2,6,100,4.17,rain,,,14.8,14.8,219,1011,51.4,9.1,144.1,12.3,5,,2021-11-22T06:39:07,2021-11-22T18:26:41,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-23,33,24.7,28.5,43.8,24.7,33.2,25,81.8,0,0,0,,,,40.7,16.6,186.8,1012.1,46.7,8.7,93.1,8.1,3,,2021-11-23T06:39:30,2021-11-23T18:26:52,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-11-24,33,25,28.4,42.1,25,32.6,24.9,81.8,0.9,100,4.17,rain,,,14.8,14.8,200.7,1011.5,53,8.9,210.9,18.1,8,,2021-11-24T06:39:54,2021-11-24T18:27:03,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
"6.612, 3.315",2021-11-25,34,25,28.8,45.3,25,33.6,25.2,81.8,0,0,0,,,,18.4,16.6,198.1,1010.6,53.1,9.7,154.4,13.4,6,,2021-11-25T06:40:18,2021-11-25T18:27:15,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-26,28.4,26,27.9,33.7,26,32.6,25.4,86.7,4.3,100,75,rain,,,,14.4,234.5,1010.6,73.7,8.7,104.5,9.1,4,,2021-11-26T06:40:43,2021-11-26T18:27:29,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
"6.612, 3.315",2021-11-27,33,25.2,28.7,40.7,25.2,33.6,25.3,82.8,0.1,100,4.17,rain,,,18.4,18.3,208.3,1010.9,59.1,9.3,93.6,8,3,,2021-11-27T06:41:08,2021-11-27T18:27:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-11-28,35,25.2,29.1,44.9,25.2,34.1,25.3,81.3,0,0,0,,,,20.5,20.5,188.9,1010.8,58.3,9.2,105.6,9.3,4,,2021-11-28T06:41:34,2021-11-28T18:27:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-29,30.7,25.3,27.3,36.4,25.3,30.5,25,87.6,0,0,0,,,,9.4,7.6,208.4,1011.2,38.8,8.2,123.1,10.7,4,,2021-11-29T06:42:00,2021-11-29T18:28:14,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-11-30,34,25.2,28.7,42.1,25.2,32.8,25.1,81.9,0,0,0,,,,14.8,14.8,209.6,1011.4,44.7,8.4,230.5,20,8,,2021-11-30T06:42:27,2021-11-30T18:28:31,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-12-01,33,24.9,28.7,42.1,24.9,33.4,25.3,82.4,0,0,0,,,,24.1,20.5,202.2,1010.4,54.8,9,114.7,10,4,,2021-12-01T06:42:54,2021-12-01T18:28:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-12-02,33,25,28.8,42.1,25,33.7,25.2,81.4,0,0,0,,,,22.3,20.5,216.4,1009.8,53.4,9.1,151.6,13.1,5,,2021-12-02T06:43:22,2021-12-02T18:29:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-12-03,35,25.2,29.1,42.3,25.2,34.2,25.5,82.2,0,0,0,,,,20.5,18.4,222.5,1010.2,43.5,8.8,127.9,10.9,5,,2021-12-03T06:43:50,2021-12-03T18:29:26,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-04,35,25.9,29.5,41.7,25.9,34.8,25.1,78.8,0,0,0,,,,16.6,13.7,194.5,1010.8,48.5,7.7,196.9,16.8,7,,2021-12-04T06:44:19,2021-12-04T18:29:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.612, 3.315",2021-12-05,34,26,28.9,40.3,26,34,25.4,82.5,0,0,0,,,,9.4,15.8,256.8,1011,53.4,6.8,75.2,6.4,3,,2021-12-05T06:44:47,2021-12-05T18:30:07,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-12-06,34,26.7,29.3,41.8,30.5,35.2,25.6,81.9,0,0,0,,,,22.3,20.5,222.5,1011.3,42.6,7.2,135.4,11.6,5,,2021-12-06T06:45:16,2021-12-06T18:30:29,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-07,33,26,28.7,41.8,26,33.8,25.3,82.3,0,0,0,,,,13,14.8,209,1011.8,50.8,6.9,193.6,16.7,7,,2021-12-07T06:45:46,2021-12-07T18:30:51,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.612, 3.315",2021-12-08,32.1,25.3,28.2,40.6,25.3,32.7,25.4,84.9,0,0,0,,,,20.5,16.6,215.4,1012.2,51.9,7.4,113,9.7,4,,2021-12-08T06:46:15,2021-12-08T18:31:14,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-09,36,25,29,41.9,25,33.3,24.8,79.7,0,0,0,,,,18.4,14.8,223.4,1010.4,40.7,6.2,189.3,16.5,7,,2021-12-09T06:46:45,2021-12-09T18:31:38,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-10,33,25.8,28.9,39.3,25.8,33.6,24.9,80.2,0,0,0,,,,16.6,13,211.8,1009.1,46.4,4.1,231.8,20.2,8,,2021-12-10T06:47:15,2021-12-10T18:32:02,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-11,34,25.2,29,40.6,25.2,33.5,24.9,79.9,0,0,0,,,,14.8,18.4,231,1009,42.9,5.3,220.1,19,8,,2021-12-11T06:47:45,2021-12-11T18:32:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.612, 3.315",2021-12-12,34,26,29.2,41.2,26,34.3,25.2,80,0,0,0,,,,13,13,239.6,1009.5,41.5,4.9,132.4,11.4,4,,2021-12-12T06:48:16,2021-12-12T18:32:53,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-12-13,35,26.7,29.6,42.1,30.5,35.7,25.5,80,0,0,0,,,,16.6,16.6,226.9,1009.9,55.6,6.6,165.6,14.2,6,,2021-12-13T06:48:46,2021-12-13T18:33:19,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.612, 3.315",2021-12-14,34.2,25.8,29.5,42.4,25.8,35,25.4,79.5,0,0,0,,,,24.1,20.5,206.5,1009.5,49,7.5,228.3,19.8,8,,2021-12-14T06:49:17,2021-12-14T18:33:46,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.612, 3.315",2021-12-15,33,26,29,40.6,26,33.9,25,79.9,0,0,0,,,,14.8,11.2,222.1,1009.9,49.4,7,213.2,18.5,7,,2021-12-15T06:49:47,2021-12-15T18:34:13,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-16,35,26,29.5,41.9,26,34.1,24.9,78,0,0,0,,,,18.4,14.8,296.3,1010.7,42.8,7.3,168.7,14.6,6,,2021-12-16T06:50:18,2021-12-16T18:34:41,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-17,33.2,25,28.4,38.2,25,30.9,22.8,73.8,0,0,0,,,,18.4,16.6,126.8,1011.6,38.4,3.9,183.1,15.9,7,,2021-12-17T06:50:48,2021-12-17T18:35:09,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.612, 3.315",2021-12-18,34.1,22,27.5,42,22,29.2,20.5,67.6,0,0,0,,,,24.1,20.5,56.2,1011.8,31.9,3,216.6,18.9,8,,2021-12-18T06:51:19,2021-12-18T18:35:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
